review_id,domain,entity_id,entity_name,review_text,rating,rating_original,review_date,source,raw_source_path
b6f27573718e086f731ef9c1301b8235,hotel,One Aldwych,One Aldwych,Noisy drainage system. Good quality fixtures and fittings comfy bed premium tv channels excellent location,4.8,9.6,9/17/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
ae258223ccc597234e0700f2d4958225,hotel,Napoleon Paris,Napoleon Paris,We wait for very long time to be checked in. The location is perfect and the french decor,4.4,8.8,4/24/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
63e202585fed56c5ecfc0de10360a07e,hotel,Rafayel Hotel Spa,Rafayel Hotel Spa,Breakfast quality needs to be improved. Spa area and Roof terrace,4.15,8.3,6/18/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
c73d3d3abe225c812ef8bfa29989d84d,hotel,London Marriott Hotel Kensington,London Marriott Hotel Kensington,Rooms and bathrooms a little small. Excellent breakfast offerings each day full English and Continental Executive Lounge offers excellent additional options especially if in a group,4.8,9.6,8/2/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
a0376c109977f7a7c8b33f76b7aa20ff,hotel,The Royal Park Hotel,The Royal Park Hotel,Well presented reception staff friendly Good location,5.0,10.0,9/16/2015,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
492b1f0507ee17504ceede9ff265bfa6,hotel,The Harmonie Vienna,The Harmonie Vienna,very clean comfortable bed and great variety of breakfast helpful and pleasant staff Close to the city center using the D tram,4.8,9.6,1/2/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
b5449bb6398eb22824dde46035d095f2,hotel,The Queens Gate Hotel,The Queens Gate Hotel,Rooms were warm very warm in fact. Loved the bed and the staff when checking in So helpful and what a great location at an even better price,5.0,10.0,12/22/2015,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
57d729817bd6e25cfee8a29733abf7b0,hotel,Royal Saint Michel,Royal Saint Michel,room elevator. nothing,1.45,2.9,7/27/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
b7421ad25cca9ba83d3c1109773f31c4,hotel,Hotel Les Rives de Notre Dame,Hotel Les Rives de Notre Dame,I wish i could stay more days here. The location is perfect You can walk to all attractions Its so close to Norte Dame The room is nice and cozy I feel like home,5.0,10.0,6/1/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
9b048bece89bfbde7fbf965b4681295e,hotel,Hotel Palace GL,Hotel Palace GL,The menu card of the hotel restaurant not the Michelin star one was a bit limited roughly the same as the room service menu card. During our four day stay we really have felt like being welome guests The staff was very friendly and considerate the service was impeccable The whole hotel experience surpassed our expectations Central location was a big plus as well,4.8,9.6,10/20/2015,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
b8b14f6c373532e460d50d37d5dba47c,hotel,DoubleTree by Hilton London Docklands Riverside,DoubleTree by Hilton London Docklands Riverside,Worst customer service I have ever experienced Freezing cold bedrooms and staff that were so rude and service level appalling,1.65,3.3,11/30/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
bab35a4f69b8104558a0cc7df7adf2d1,hotel,Copthorne Tara Hotel London Kensington,Copthorne Tara Hotel London Kensington,checking in out a pleasure with such friendly helpful staff good restaurants short walk to the tube station,3.95,7.9,9/3/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
e155409a33fa13ac1e5fcf5374d0e300,hotel,Holiday Inn London Bloomsbury,Holiday Inn London Bloomsbury,Staff was very rude in situation and wants to boss around. Room,2.9,5.8,1/7/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
a2d52c330a6290d15d81c3a87a8005a3,hotel,Park Plaza Victoria London,Park Plaza Victoria London,Quite expensive for what it is. Great location near Victoria station,3.35,6.7,9/22/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
f9694eed98cb494430476725e5b5a213,hotel,H tel de la Bourdonnais,H tel de la Bourdonnais,Poor internet within the room. Location was great Lots of good restaurants close to the Hotel Coffee team soft drinks available in the room,3.95,7.9,12/7/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
c91d91b82cc247b161e40af10e32ad8a,hotel,Sydney House Chelsea,Sydney House Chelsea,The lift is the smallest I have ever been in but at least there is a lift. The location near to a Piccadilly line tube station is great the hotel is small and personable the staff is very friendly and efficient,4.15,8.3,1/11/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
b09cd0a92f19d7697e130ee6f97f68ce,hotel,W Barcelona,W Barcelona,need more privacy for the toilet and shower. the bed was comfortable the view amazing the shower excellent,4.15,8.3,3/29/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
b9342076585b013c6219310ad839f5c5,hotel,Intercontinental London The O2,Intercontinental London The O2,My duvet was blood stained and felt although the staff were lovely and I didn t make a fuss on reflection i feel having paid 180 00 i was not offered a refund or any other compensation it would be nice to have something to makeup for the inconvenience. The staff,2.9,5.8,2/13/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
ad10f6634ad5f29caecc35f7ea091c83,hotel,Holiday Inn London Kensington,Holiday Inn London Kensington,the staff was very rude and they dont smile at all there was a renovation going on and i felt like i was staying in a garage not a hotel. nothing,2.1,4.2,8/10/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
3052419056d3d6c8aff8c85d72e8a34a,hotel,Holiday Inn London Kensington Forum,Holiday Inn London Kensington Forum,Nothing. Breakfast buffet is marvelous rooms are very comfortable and clean Location is the plus point as it is very close to museums and Hyde park and westfield shopping complex,5.0,10.0,3/9/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
9a304e691ca2a1313f448d4f64a6a310,hotel,Club Quarters Hotel St Paul s,Club Quarters Hotel St Paul s,It was all very good. Everything was great,5.0,10.0,7/5/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
effadcec21224caa41ca7dd8be11024e,hotel,Strand Palace Hotel,Strand Palace Hotel,The room and double bed where very small for 2 of us that are on the short side anyone over 6ft would struggle with the short bed in particular Breakfast was just very average and not hot at all plus we where all sqeezed in to a small area with tiny tables. The location was brilliant for what we wanted and the doormen first class,3.75,7.5,1/24/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
fcf325391caf904dbd4e2818e93b9b28,hotel,Idea Hotel Milano San Siro,Idea Hotel Milano San Siro,Safe wouldn t open Shower door fell off Shower flooded Shower head kept falling off Shuttle that was suppose to take us to the train station was missing. Was quite cheap,2.3,4.6,9/6/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
f7118778c643a15441ab5f2eca87ae1d,hotel,Copthorne Tara Hotel London Kensington,Copthorne Tara Hotel London Kensington,Though the bed was comfy the pillows feel weird I m not sure that the pillows were suitable Also the toilets is very clean it is old It do look old and the bath smells old. The bed is comfy the room size is really good and the overall experience is amazing,3.95,7.9,5/19/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
c5872bf1ea343cd5a00c1dcb11e25a5e,hotel,Newhotel Roblin,Newhotel Roblin,The breakfast options were very little and very expensive. The room was small but effecient and clean,3.55,7.1,5/21/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
eabd62691f4df3c4bec2cc3a1e8a195e,hotel,Best Western Blue Tower Hotel,Best Western Blue Tower Hotel,The reception desk was very rude Got many Nos from there not help and solution We booked two rooms The receipt only shows one name who made the booking from booking com not the real guests name It makes accounting problem for guests That reception blamed PC system booking com But we do filled in guests s name in booking com Shame low,2.9,5.8,10/11/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
35bea26156cef04e26811c98fc2faf91,hotel,Millennium Gloucester Hotel London,Millennium Gloucester Hotel London,On arrival we were given room 138 size of room fine but the carpet had 2 large evident stains the carpet had a big pull in it and worn The walls were stained from spillages and was not clean or welcoming at all The duvet appeared to be only covering just over half of the double bed but was in a queen size duvet cover Not good at all staff changed our room straight away but no eye contact or apology the hotel rooms are just very tired looking needs a freshen up 3 5 stars for rooms I would not of been happy if I had paid full price. The location is excellent for what we wanted which was the Royal Albert Hall 7mins walk The location is right next to the tube line also and not far from Harrods and Harvey Nichols The reception area is beautiful and smells lovely I would give 4 5 stars,3.15,6.3,10/1/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
524262abd50497f4147b305db8f6a6db,hotel,Park Grand London Kensington,Park Grand London Kensington,Leaving. Outstanding check in lovely room very efficient breakfast service loved it all,5.0,10.0,2/25/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
ecd49938daffb4ae4077f6ab5dd6eece,hotel,Hilton Vienna Plaza,Hilton Vienna Plaza,No free WiFi. Location facilities comfort,5.0,10.0,9/27/2015,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
ddecc1ed28070923711cd79c65bf9fd9,hotel,The Westbury A Luxury Collection Hotel Mayfair London,The Westbury A Luxury Collection Hotel Mayfair London,started with a very poor room however the next day they moved us to a better one. the ambience,4.5,9.0,11/24/2015,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
6fa31af1955adc77a54de964633dfc56,hotel,The Tower A Guoman Hotel,The Tower A Guoman Hotel,Breakfast was overcrowded and touristy AND cost extra,4.6,9.2,9/27/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
5afefa24d8b722ba89702a921689a52e,hotel,The Hoxton Holborn,The Hoxton Holborn,Decor lounge free wifi location,5.0,10.0,3/22/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
0d01f3078b02969390635c816e36b88f,hotel,Grand Royale London Hyde Park,Grand Royale London Hyde Park,Lady rang asked if we wanted room cleaned we said yes but she never cleaned that s ok we asked at reception they said she must have picked me up wrong but yes means yes at the end of the day so we said just leave clean towels for morning but they didn t arrive unhappy about that. Very close to subway friendly staff,3.35,6.7,1/12/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
4bd8d08ff584be2ecee2f8ecd63e263b,hotel,Hilton Vienna Plaza,Hilton Vienna Plaza,Nothing. I really like the helpful of the staffs friendly and kind as well Perfect location near the old city with many shops eateries and attractions Good place to explore the area either by walking or using nearby public transportation,3.95,7.9,9/17/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
2511eced7a3fadf6969e671d9aaec7cf,hotel,Corus Hotel Hyde Park,Corus Hotel Hyde Park,the rom was so Tight not as shown in the pictures. staff,3.55,7.1,10/12/2015,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
963cabb0a845683efac8256ca77c0fbb,hotel,Best Western Palm Hotel,Best Western Palm Hotel,That there was a wedding party going on downstairs which kept us awake Would ve been nice if we were informed that there was going to be loud music playing when booking so we could ve booked to stay somewhere else and actually got a nights sleep. That there was sky with all the channels in our room and the shower was very nice,3.95,7.9,3/1/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
1a643c8c9fb84cdfbb83e8b425e8e44a,hotel,Amadi Panorama Hotel,Amadi Panorama Hotel,The breakfast was very nice but small in selection when it costs 14 p p a day. The staff were very accommodating We were a group of friends traveling with one baby and the staff were fantastic to us The beds were also very comfortable The hotel is 1 2 minute away from 2 big supermarkets and the tram stop is a 2 3 minute walk and you are in the centre of Amsterdam in 10 15mins The mini bar free is restocked daily when you have your clean up sign on your door 2 Heineken 2soft drinks The wifi is very good also I would stay here again For people traveling with small children room 814 is beside reception I would recommend this room,4.6,9.2,8/18/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
626e5b6c8edc3783ed881272028fb76b,hotel,Corus Hotel Hyde Park,Corus Hotel Hyde Park,The restaurant couldn t cope with the amount of people at breakfast and kept running out of things,3.55,7.1,9/15/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
