review_id,domain,entity_id,entity_name,review_text,rating,rating_original,review_date,source,raw_source_path
5b4fcdb337616a104b5ea7a634f7bd51,ecommerce,B06XK8Z26Z,B06XK8Z26Z,"Applying Caster Oil. I like to put caster oil on my lashes and eyebrows when I go to bed. I have also found other things that are good to put on lashes or brows.<br />For the longest time, I just used a qtip or something to put on the oils. This has made it MUCH better. The little funnel helps with loading the container, and the wand really helps getting just the right amount onto your lashes/brows.<br /><br />Update 2/8/2018: I have not been using them anymore, but I plan to at some point. I have also found the picture I took when they were first delivered.",4.0,4.0,1500043316384,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
44bf772aa448e8a672a4bcb5625e1673,hotel,Park Grand London Kensington,Park Grand London Kensington,We had a room downstairs on the ground level that it doesn t suit to a 4 star hotel with a small not opening window we hat to go through 2 doors in small corridors to reach the room I wouldn t stay there if my hubby wasn t there a day earlier and to busy to pack his stuff again and move to an other room. Clean friendly nice location and facilities next to the Earls court station,3.5,7.0,9/26/2015,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
54ab0cdaaeb0ffd93e12c168017b76bf,restaurant,https://www.yelp.com/biz/the-batchmaker-charlotte,https://www.yelp.com/biz/the-batchmaker-charlotte,"Absolutely delicious! Everything we had (s'mores brownie, puddle cookie, Oreo truffle cookie) was fantastic. Can't wait to try more seasonal treats! This place is truly a little gem.",5.0,5.0,1/14/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
f6ff07e67e09bd5fb30bf8bd4cc12b15,restaurant,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,"i would say this was mediocre at best... expensive, tasted fine but not great, and service was bland. i got a compost cookie and crack pie - both were terribly overpriced. won't be back.",2.0,2.0,4/30/2017,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
gp:AOqpTOHTqyv0lFtBS7eOfS6A_XRltY7Ir15KOfHltogzw2EVE0V2rCB0d-Sx9ZCdDZ-q5tuy6wvyPgtr_EHlFw,mobile_app,com.tasks.android,com.tasks.android,"Was really enjoying this & then the notifications just stopped which is a big part of what I needed the app for:( annoying, finding a new app for this now",1.0,1.0,2019-09-25 08:55:56,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
f9de0a61c1276436b8a2c1fe6bc95af8,hotel,St Ermin s Hotel Autograph Collection,St Ermin s Hotel Autograph Collection,Better range of newspapers in public areas. Attention from staff was excellent Beds very comfortable Happy hour free wine very much appreciated,4.4,8.8,2/29/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
c66c20b46481d3e5006c692bd73abaab,restaurant,https://www.yelp.com/biz/chocolate-shoppe-ice-cream-madison-2,https://www.yelp.com/biz/chocolate-shoppe-ice-cream-madison-2,Enjoyed the ice cream and the shakes! Struggled to find an unique flavor so we all went traditional route.,4.0,4.0,10/6/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
8bb17261fae3524ed5e87682ff438a6a,restaurant,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,Great place for a quick breakfast and coffee if you are staying at The Venetian. I tried a bit of the chocolate almond croissant and cheese danish and of the two I think the cheese danish was better. The filling wasn't too sweet and the outside pastry was crisp and flaky. Chocolate macaron and better nutter cookie are rich and decadent. Now time to walk the strip and walk off those calories!,4.0,4.0,6/1/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
f14e1417692549faf1db067686357570,hotel,Atlantis Hotel Vienna,Atlantis Hotel Vienna,I me tioned in my booking that it ll be a couple but still they gave us two single beda joined together,3.95,7.9,12/12/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
97621cbb1d49970b5b5565bcdc498e4a,ecommerce,B0834XF7PR,B0834XF7PR,Great. Love these would order again,5.0,5.0,1593378978294,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
d2654bbad4423087ea661c57fb5dadc8,hotel,Best Western Premier Kaiserhof Wien,Best Western Premier Kaiserhof Wien,The a c in the Junior Suite on the 6th floor wasn t really up to the job and the room whilst being spotlessly clean was a little drab However a very comfortable room. Very comfortable and friendly hotel The room that my daughters shared was superb Very clean and modern decor and super effective a c Great showers in the bathtub Breakfast buffet was superb with a choice of hot dishes cheese and meats fruit cereals breads etc All members of the restaurant staff were very friendly Quiet but convenient location Only a few minutes walk from the Operahouse Reception staff also very helpful Evening receptionist kindly booked a table for us at the Ring Hotel restaurant At Eight which was excellent,4.6,9.2,8/2/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
3c0495bcff0aeb98da881ebacfd741b8,hotel,Hotel mbit Barcelona,Hotel mbit Barcelona,Twin beds size could be bigger The AC is a central control I mean we had to ask the front disk to switch it on and they have the control for the AC temperature set point It will be handy and obvious if we can control it from our room I think this policy is only apply during the winter season. Amazing Staff they were very friendly helpful welcoming and professional Great location right in the heart of the city and its very quite at the night for a good sleep There are three Metro Station around the hotel within max 10 min walling The room was so CLEAN modern cosy and lovely with a nice balcony I v uploaded the balcony s view photos Breakfast the hot dishes have limited choices The cold dishes have much more to choose from In general I love it I v uploaded some photos belong to breakfast I Love the availability of the coffee machine 24 hours The Wifi speed was very very Fast,4.8,9.6,3/25/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
1f076d810c3f76d7849132b6c33e83b1,restaurant,https://www.yelp.com/biz/pages-pittsburgh,https://www.yelp.com/biz/pages-pittsburgh,Always a family favorite. We don't mind the wait in the long line for kind service and great ice cream.,5.0,5.0,6/12/2022,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
6e10be395f66775ad70882536b48bfda,restaurant,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,"I believe this showed up as a Yelp recommendation for me because I was in Vegas for a conference. I had never heard of it before but the concept of a cereal milk-flavored ice cream was very appealing and I couldn't resist trying it. It was exactly how you would imagine it would taste and the corn flakes took it to the next level. I even bought a box of the different flavored cookies for my kids. The compost cookie was everyone's fave but as the kid who helped me said, the corn cookie is super slept on! Not cheap but a nice treat.",5.0,5.0,7/25/2019,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
6bcdbe92d2d6d4d290473c12e9126c65,hotel,Commodore Hotel,Commodore Hotel,The condition of the room in the hotel and apartment we had were not great floors had stains and the hotel room smelt a little musty wouldn t say it was 4 for hotel rooms Sofa bed in the apartment was extremely creaky and could not be folded so was a bit out of place in the lounge dining area and in the room for 3 there was barely a sofa bed just a thin small sofa with sheets on top if there are larger guests it would not be appropriate. Staff were very friendly lovely bathrooms both in apartment and normal room but apartment shower looked amazing but water came out unevenly for the big head shower but there was also a smaller hand held one inside which was good Even though the apartment floor had stains it still had the wow factor and a good main bed Bit pricey but what you would expect for the location Great for transport too taxi rank round the corner and bus stops 1 minute away not at all far from the station either,3.75,7.5,4/5/2016,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
0f43acdcc028bf573d6d04fbb8e5f613,restaurant,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,"Worst cheesecake I've ever had in my life, texture was horrible and tasted even worse.",1.0,1.0,11/15/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
13b13922fbf22f7bc6891ad27c02f4c7,restaurant,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,How this is not a five star for everyone is a damn shame This is a world class bakery EVERYTHING is awesome This is a place you must visit if your in the Venetian or Palazzo Macaroons will change your life Bakery not to be confused with the restaurant Of the same name up stairs,5.0,5.0,5/28/2012,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
gp:AOqpTOHwo9Mj2XL-72gX8xdQHJTjGCoUCkTyjSCZeIjSCcYHci0NHMRwPjuyhtXx6ilyFUtgVxDhNUjNJlS8Qw,mobile_app,com.anydo,com.anydo,Love it! Has been super helpful in getting me more focused ans organized. Super easy to use and love the reminders!,5.0,5.0,2020-10-25 04:42:22,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
f97a1c0a3a32c787ea3160d9fc9cd966,restaurant,https://www.yelp.com/biz/villanis-bakery-charlotte,https://www.yelp.com/biz/villanis-bakery-charlotte,"I've enjoyed this bakery in the past several times but was treated so rudely at my last visit, i left without purchasing and I won't be back. Very disappointed in the young staff's behavior. Kindness and respect are clearly unimportant to them.",1.0,1.0,9/18/2021,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
cb49aeb47a781a73b39e9c9256816db8,ecommerce,B00GMPTETA,B00GMPTETA,"so you don't feel greasy when you spray it on like many other products. The product works well and it is water-based, so you don't feel greasy when you spray it on like many other products.",5.0,5.0,1469465184000,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
26faf716870bc325591d00757e0dd692,ecommerce,B08MZHX81H,B08MZHX81H,"Too coarse texture and too red.. This didn't work out for me. Seems well made, but I didn't like the texture or color.",2.0,2.0,1668523075726,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
04f490b300bf1664b3527a41cd895b51,restaurant,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,"Oh wow! After seeing multiple Instagram posts of the macaroon ice cream sandwiches I had to try Ninety's out! I came around 9pm on a Friday and the plaza Ninety's is located in was packed! Inside the shop was busy, but surprising most people were ordering the homemade ice cream. They had about 12 different flavors, but my heart was set on the macaroon sandwich. I looked in the freezer and there had to be 15 different flavors. The ones that popped out the most were pistachio, peanut butter, play dough (cookie dough), birthday cake and strawberry shortcake. My husband and I decided the split the birthday cake macaroon ($5.95). Note they will cut it in half for you and it was easily big enough to split. Ok the sandwich. Wow! The ice cream was cake batter mixed with cake pieces, sprinkles and frosting. And the macaroon was super soft! I thought it would be hard from the freezer, but I was wrong. It was such a perfect mix. Eating the ice cream and macaroon together was so delicious! This was probably one of my favorite ice cream treats Ive ever had. There's also a lake near Ninety's where you can sit or walk around, plus they have paddle boats available. It would be a great little date night to enjoy the paddle boats and go for some Ninety's. I will definitely be back this summer!",5.0,5.0,4/19/2017,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
a4d7c6addea241bc8b36ef9c292227c0,restaurant,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,"Tucked away in a little corner market is a cute little ice cream shop. When I first moved to Scottsdale, I didn't live very far from here and i could see myself walking over here to have lovely treats and often. Now, as you look for this place, don't blink, because if you do, you will miss it. It is not facing Miller Street, but faces the parking lot north of the building. (I did say tucked away...) I am not a person for sweets, but the kids that I took here LOVED it. The loved the optional toppings, specifically the marshmallow. I enjoyed the macarons! They were deliciously sweet and tasty. Return FActor: 65%",3.0,3.0,7/2/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
gp:AOqpTOFYkhwDnUO7fN0Sb_tRGM2Ep3Fk3RNNbPVIH3Na-moNh6tCj8MvQHwKjIv2ATlDwcge6RBSftEChGW3_A,mobile_app,com.gmail.jmartindev.timetune,com.gmail.jmartindev.timetune,"I've been trying to figure out how to have a custom time set for the ""add notification"" options, and there doesn't seem to be any way. For example, I need to set it to 1 hour and 30 minutes, but there's no option for that. We need the ability to enter exactly the number of minutes and hours we want, instead of only having presets.  EDIT: Now after using it for a while, the app has been plagued with reliability issues. It often is late with the notification by a few minutes, or the service completely stops and I'd have to restart the service. Due to this issue, I cannot rely on this app for anything that is time-sensitive because I'd end up being late for all my appointments and jobs. I've contacted the developer multiple times about this but so far they haven't been able to fix the issue.",2.0,2.0,2018-10-16 00:06:33,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
gp:AOqpTOHg_T_UbNpoJcQTpsE32W14MYkLDS1IcNpxO_XbF4eNxfKHNtnu9XP8DCJ9n5RkgZVwjzju-bT5jDOqFA,mobile_app,prox.lab.calclock,prox.lab.calclock,Poor interface.,1.0,1.0,2019-08-03 22:36:43,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
gp:AOqpTOGWxVkbYA7G9iePbX9LRRLeANVOMAMkTsOvKqktl3pulUPLKsK4hxcyw4BgXWBi9Zf-Ym2BLzj0yvR8JA,mobile_app,com.todoist,com.todoist,not that great,3.0,3.0,2020-06-22 02:15:23,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
gp:AOqpTOGUJnSp-MNPsjsDLe1BU2c-VTFecxh8UMIIIltOJgQwzm4IEkN4vEYxTdQTVsMVk4PsQLaaCe_ZbKTe4g,mobile_app,cc.forestapp,cc.forestapp,Helps me to focus on school and work!,5.0,5.0,2020-10-25 22:44:54,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
3c26b2aa038213c475f4b0259da7562c,ecommerce,B088312C9K,B088312C9K,👍. Floaters work great. Tongue scraper leaves an odd metal taste in my mouth but does scrape well.,4.0,4.0,1603369473202,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
b5bdd5797f9ce1e15f1f8227885668ee,restaurant,https://www.yelp.com/biz/villanis-bakery-charlotte,https://www.yelp.com/biz/villanis-bakery-charlotte,"Unfortunately, I cannot recommend this place. Granted, we stopped by at 9pm on a Saturday but they are open till 10 so figured we give them a try. My first observation is that in a fridge full of great looking cakes, none of them were covered. What I mean is when you start cutting slices from a refrigerated cake, you MUST cover the exposed inside of the cake with some type of food grade paper or cover to keep it from drying. Out of about 6-7 cakes *none* of them were covered. I thought ""these could not possibly be fresh and likely dry and tasting like a fridge"". So, decided to skip those. My wife opted for some sort of pastry that had a light cream filling in another cooler cabinet. Wow, I wish we would have taken a bite while at the place because when we did later in the car, we almost lost a couple of teeth. I mean, this thing was hard like a brick, tasted like freezer burn and was insipid. Horrible. Look, I get it that on a Saturday at 9pm I don't expect necessarily for things to have been made the hour before but I have eaten at late night bakeries such as Amelie's and I have never had to throw away something because it was not fresh. At VIllani's they clearly do not care what they are serving late at night. I get that maybe a few pastries would sneak in between the fresh batches but the fact that the cut cakes were completely exposed to the fridge air was proof enough that they simply are not trained in food freshness efforts. Tip to them: Cover your cakes, toss old pastries, and offer better. If the goal is to serve the drunk crowd from plaza midwood, then that may be good enough but not for anyone else.",1.0,1.0,5/15/2022,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
8e9b3e0be3d1f77e4db3318660fba9b6,restaurant,https://www.yelp.com/biz/sloans-grand-canal-shoppes-las-vegas,https://www.yelp.com/biz/sloans-grand-canal-shoppes-las-vegas,Cute shop in the center of the Venetian that is pink and colorful and just draws you in if you have a toddler like I did. I had the Brownie Hot Fudge. This did not disappoint!! The Cookie Monster ice cream has Oreos and chocolate chip cookies. The brownie was melt in your mouth fresh. I added Oreos and asked for no whipped cream instead of the heath bar that comes with it. Aaliyah was so helpful and even put it in a container to go so I can eat it through the shops.,5.0,5.0,8/20/2018,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
222990e3d4b01a425e0c4276e94fa735,restaurant,https://www.yelp.com/biz/pages-pittsburgh,https://www.yelp.com/biz/pages-pittsburgh,Favorite ice cream in the Burgh! I would eat it year round if I could. Key Lime Pie! Can't wait till the warmer weather.,5.0,5.0,2/20/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
gp:AOqpTOGm77YYB0Le5tbQYu0FlokpjKqkDqKf0kZQpT5rnSlTV2t_g89_AaPYeZ43Px5-vszP7HwyqyKmAdKgrQ,mobile_app,com.anydo,com.anydo,Subscription!!!,1.0,1.0,2020-08-22 01:25:33,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
d587398ee62b520431fc00931db20c15,hotel,Gainsborough Hotel,Gainsborough Hotel,Gave us a twin room instead of a double booked tatty treated a bit like children by the reception. Powerful shower location quiet,2.3,4.6,3/20/2017,hotel_reviews_europe_515k,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv
34e818d35d4bfc1108d01054200bbd05,ecommerce,B0C9CWKY9G,B0C9CWKY9G,Cute!. Great offer!! The material is kind of thin which might tear soon but it’s a great offer for party’s for a one time use.,4.0,4.0,1562697432372,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
19fe657d44df96b31973d8ae37e4b3fe,restaurant,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,"This place, is my little piece of heaven on earth. I am always looking for an excuse to go. I LOVE their macaroons. The salted Carmel is my very favorite. These macaroons are almost identical to the ones in Paris. I also love their lavender lemonade and other drink concoction. They have an amazing selection of other wonderful pastries. Also their soups and sandwiches are very good too.",5.0,5.0,7/30/2014,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
3584d0feacd796be05627d5eee7a0a95,restaurant,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,"OMG! Soooo good! Hot and tired from walking the strip? Swing through the Cosmopolitan Hotel and stop by Milk Bar. You have to get a cereal milk soft serve. I got cereal milk with corn flakes. It was awesome! My wife had the compost cookie with hot fudge. It did not disappoint. The best part was just as we thought we were full we found additional toppings at the bottom of our cups...we just couldn't help but to eat it all. Refreshing, not just because we were hot and the ice cream was cool, but because the flavors were amazing. Next visit need to try the cookies and amazing looking cake slices.",5.0,5.0,6/29/2019,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
gp:AOqpTOEjunaXa2uTe4rl5CrTA2FoH70gLDEn44zU-uJ6780m9Fy93xI9hbjHmMZzeoYwOTzqC1OjSx1hi6M-fA,mobile_app,com.anydo,com.anydo,Too complicated to use,1.0,1.0,2020-09-24 20:14:01,google_play_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv
c428d608e7d0e9f0770919df750ff750,ecommerce,B00FX7HKU8,B00FX7HKU8,"This cleanser is so good. Since I started using it with my Derma .... This cleanser is so good.  Since I started using it with my Derma Wand,  it has reduced my skin problems  like pimples.  Being a woman in my mid 40s,  honestly, my skin has never looked better.  I get compliments on  how beautiful my complexion is often. I really like this cleanser!",5.0,5.0,1433253799000,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
bb2b51dfefac87946c7f7e605e65d325,restaurant,https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,https://www.yelp.com/biz/the-vegan-doughnut-company-lakewood-3,"These are seriously, without a doubt, the MOST DELICIOUS donuts to ever enter my stupid donut-loving mouth. Holy crapola! For months before even moving to the Cleveland area, I've been follow Vegan Doughnut Company on Instagram and daydreaming of one day eating their beautiful square shaped goodies. Finally, they've reopened to public on Saturday and Sundays and oh my goodness gracious, it was worth the wait. I would honestly have NO idea that these donuts were vegan if it weren't so obvious in the name. Everything from the dough, to the toppings, to the fillings are plant-based and finger-licking good. Like, lick out the box good. I've tried 8 different donuts of theirs in the past few weeks and intend on continuing to persuade my husband to go early on the weekends to wait in line for his sweet tooth wifey (aka me). And wait, you will! They open at 9am on Saturday and SUndays and depending on what time you jump in line, there's a good chance that you'll wait in line upwards of an hour. BUT let me tell you, it's worth it! And they run out quick, so waiting in line is your only option currently. Support local y'all! YUM IN MY TUM!",5.0,5.0,7/18/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv
575415cb067ee6348993744a4dffa0aa,ecommerce,B00PJPD7Y2,B00PJPD7Y2,Not good for me.. Made my scalp it so bad by the next day of washing.,1.0,1.0,1542682822981,amazon_reviews_2023_all_beauty,F:\Clients\Irfan Uk\Mobile_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv
