review_id,domain,entity_id,entity_name,review_text,sentiment_text,sentiment_label,rating,rating_original,review_date,source,raw_source_path,label_method,text_key
hotel_417871,hotel,The Langham London,The Langham London,Comfort property facilities staff,Comfort property facilities staff,positive,4.15,8.3,2/28/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,9296497630896903043
hotel_498496,hotel,NH Carlton Amsterdam,NH Carlton Amsterdam,Old property outdated rooms and furniture is not well maintained Location is very good accessibility by all means of transportation,Old property outdated rooms and furniture is not well maintained Location is very good accessibility by all means of transportation,neutral,3.75,7.5,12/10/2015,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,15174594401264547443
hotel_261196,hotel,DoubleTree by Hilton London West End,DoubleTree by Hilton London West End,the staff at the reception wasn t professional no eye to eye contact with poor English was a bit tough sounds like giving orders rather than serving excellent hotel very clean wonderful location breakfast is nice we had a complementary upgrade which was really nice experience,excellent hotel very clean wonderful location breakfast is nice we had a complementary upgrade which was really nice experience,positive,4.6,9.2,11/8/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,2210479754748917902
hotel_289353,hotel,Hotel ViennArt am Museumsquartier,Hotel ViennArt am Museumsquartier,In fact everything is OK I have nothing to complain Very good value for money Small but clean room and shower Even mini bar is good enough,In fact everything is OK I have nothing to complain Very good value for money Small but clean room and shower Even mini bar is good enough,neutral,3.75,7.5,5/18/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,7427888386283341956
hotel_410798,hotel,M venpick Hotel Amsterdam City Centre,M venpick Hotel Amsterdam City Centre,Liked everything As something minor the view I had was not as nice as last time but then I liked having a room with a bath so it wasn t an issue at all really like the hotel super convenient and comfortable all staff lovely,really like the hotel super convenient and comfortable all staff lovely,positive,5.0,10.0,1/7/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,1416827257138376362
hotel_254786,hotel,Hotel 82 London,Hotel 82 London,On arrival heating was not working Tina made it work The bathroom floor was covered with black long hair clearly not mine The shower pipe was off the hook The room got cleaned only once every three days and the chambermaids did not clean the bathroom every day When I asked why the receptionist said this is what it was decided by the management Tina went far beyond her duty trying to solve the many problems my room had Location is good and bedrooms are small but not unconfortable If only the management invested more in cleaning it would be great,On arrival heating was not working Tina made it work The bathroom floor was covered with black long hair clearly not mine The shower pipe was off the hook The room got cleaned only once every three days and the chambermaids did not clean the bathroom every day When I asked why the receptionist said this is what it was decided by the management,negative,2.0,4.0,1/17/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Negative_Review + Reviewer_Score <= 5.0,12973930950645328019
hotel_212282,hotel,Chateau Frontenac,Chateau Frontenac,Decoration could be a bit more modern the staff is very hospitality oriented,the staff is very hospitality oriented,positive,4.8,9.6,11/6/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,16658573152245816787
hotel_405054,hotel,Glam Milano,Glam Milano,The location is very nice Although the position around main train and bus stations are not usually the best locations to be around this one is excellent,The location is very nice Although the position around main train and bus stations are not usually the best locations to be around this one is excellent,positive,4.15,8.3,8/13/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,1026559802319830180
hotel_227022,hotel,Best Western Palm Hotel,Best Western Palm Hotel,The water pressure in the room was not very good The location was great as the tube was a 10 minute walk for easy access to London The hotel is very comfortable and friendly,The location was great as the tube was a 10 minute walk for easy access to London The hotel is very comfortable and friendly,positive,4.6,9.2,3/12/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,9758558278114696642
hotel_448400,hotel,The Ritz Carlton Vienna,The Ritz Carlton Vienna,Reception area furniture is beginning to show some age and needs attention OUTSTANDING STAFF central location room comfort,OUTSTANDING STAFF central location room comfort,positive,4.6,9.2,1/2/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,15811569398140516056
hotel_418451,hotel,Grand Hotel Amr th Amsterdam,Grand Hotel Amr th Amsterdam,Would not recommend the breakfast not value for the money Little on the hot items and would expect a wider variety for the 19 5 each price tag Can get better outside the hotel The spa is okay was cold when we went down later at night the jacuzzi was also out of order while we were there Not the best steam room the seats were cold and carried on turning off The hotel was perfect location but not noisy 5 minute walk from central station ad walking distance to all attractions Very unique and would recommend if you like architecture and ask for a room on the higher floors for the views ours was superb,The hotel was perfect location but not noisy 5 minute walk from central station ad walking distance to all attractions Very unique and would recommend if you like architecture and ask for a room on the higher floors for the views ours was superb,positive,4.4,8.8,3/5/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,3907980940506910604
hotel_209064,hotel,The Montcalm At Brewery London City,The Montcalm At Brewery London City,Room quite cramped and bed was very hard and very high Great location and very quiet The staff were excellent very polite and helpful,Great location and very quiet The staff were excellent very polite and helpful,positive,4.8,9.6,3/29/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,8783914312913019746
hotel_297426,hotel,Room Mate Anna,Room Mate Anna,Good location perfect crew so friendly We will come again for sure,Good location perfect crew so friendly We will come again for sure,positive,5.0,10.0,8/28/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,11818196221731498716
hotel_290628,hotel,Amba Hotel Marble Arch,Amba Hotel Marble Arch,The bed was fantastic sleeping on a marshmallow,The bed was fantastic sleeping on a marshmallow,positive,5.0,10.0,6/11/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,7513377468175192357
hotel_27091,hotel,The Grosvenor,The Grosvenor,bathroom facilities they need upgrading central location close to underground,bathroom facilities they need upgrading central location close to underground,neutral,3.35,6.7,5/12/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,10036497341235136129
hotel_233206,hotel,Gainsborough Hotel,Gainsborough Hotel,Cold shower Lovely continental breakfast great beds TV,Lovely continental breakfast great beds TV,positive,4.4,8.8,3/19/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,5004249518916256595
hotel_496328,hotel,Hotel degli Arcimboldi,Hotel degli Arcimboldi,Nothing it s not a luxury hotel and for what you get it d very good Comfortable bed clean bathroom very good breakfast and a nice young staff 300m from the metro station Good value for money,Comfortable bed clean bathroom very good breakfast and a nice young staff 300m from the metro station Good value for money,positive,4.8,9.6,8/11/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,2930634742515053988
hotel_500705,hotel,Park Inn by Radisson Uno City Vienna,Park Inn by Radisson Uno City Vienna,The only negative aspect was the lack of air conditioning which could be a problem only when Vienna experiences unusually hot weather as was the case this summer On this visit we stayed for 6 nights and were allocated a Junior Suite which comprised a very large bed room with study table and sofa a separate mini kitchen with hotplate microwave oven fridge and a basic set of cutlery and crockery and a large bathroom The selection of food for the breakfast buffet was very good There is free 24 hour internet access,On this visit we stayed for 6 nights and were allocated a Junior Suite which comprised a very large bed room with study table and sofa a separate mini kitchen with hotplate microwave oven fridge and a basic set of cutlery and crockery and a large bathroom The selection of food for the breakfast buffet was very good There is free 24 hour internet access,positive,4.4,8.8,9/26/2015,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,5180658660596729382
hotel_451791,hotel,Hotel Esther a,Hotel Esther a,The hotel is well located only ten minutes From station very clean hotel right next cornel the staff very friendly,The hotel is well located only ten minutes From station very clean hotel right next cornel the staff very friendly,positive,4.4,8.8,1/12/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,3380182837523748423
hotel_357536,hotel,De Vere Devonport House,De Vere Devonport House,Didn t appear to be a bar area always useful when travelling on business If there was and I missed it then maybe a better sign would be a good idea Great spot Comfy bed plenty of space in the room Decent choice for breakfast Friendly receptionist,Great spot Comfy bed plenty of space in the room Decent choice for breakfast Friendly receptionist,positive,4.6,9.2,4/19/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,15118778946766687438
hotel_108390,hotel,London Marriott Hotel West India Quay,London Marriott Hotel West India Quay,Staff knew we were there for London Marathon Found out too late they had special pasta buffet in restaurant that night specially for Marathon runners Also found out after leaving that Marathon runners were given a free gift goodie bag but we didn t get anything Also disappointed to see room prices that weekend hiked due to London Marathon All hotels doing this some tripling prices but this was the cheapest which is why we booked here Had a free upgrade to a lovely room on arrival We stayed as I was running the London Marathon the next day Special early breakfast for all runners was excellent Doorman ordering taxis was excellent,Had a free upgrade to a lovely room on arrival We stayed as I was running the London Marathon the next day Special early breakfast for all runners was excellent Doorman ordering taxis was excellent,positive,4.8,9.6,5/20/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,14774777881348793642
hotel_198516,hotel,Radisson Blu Edwardian New Providence Wharf,Radisson Blu Edwardian New Providence Wharf,The bathroom was very well designed and very clean,The bathroom was very well designed and very clean,positive,4.6,9.2,4/10/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,14349953663819721805
hotel_376947,hotel,IntercityHotel Wien,IntercityHotel Wien,Wifi only for 24 hr I have to go to the check in counter to get a new password and ID for next 24 hr It will be wonderful if we can login wifi once The location is good The room was clean and comfortable,The location is good The room was clean and comfortable,positive,5.0,10.0,4/15/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,331648318849883477
hotel_502278,hotel,Hotel Kaiserin Elisabeth,Hotel Kaiserin Elisabeth,Excellent breakfast Helpful staff Best location right near the Stephensdom Easy to get everywhere in central Vienna,Excellent breakfast Helpful staff Best location right near the Stephensdom Easy to get everywhere in central Vienna,positive,5.0,10.0,10/28/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,10187620898034863484
hotel_354034,hotel,Austria Trend Hotel Europa Wien,Austria Trend Hotel Europa Wien,A bit too hard bed for me Difficult to get coffee at breakfast staff and customers were in long queue to the same coffee machine Smoking and non smoking rooms next to each other Good location Front desk and staff is friendly and helpful except at the breakfast room where they appeared to be too busy,A bit too hard bed for me Difficult to get coffee at breakfast staff and customers were in long queue to the same coffee machine Smoking and non smoking rooms next to each other Good location Front desk and staff is friendly and helpful except at the breakfast room where they appeared to be too busy,neutral,3.75,7.5,12/7/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,15344948741446739598
hotel_93748,hotel,The Montcalm Marble Arch,The Montcalm Marble Arch,More pillows would be good Heated bathroom mirror great Free WiFi without password and signup,Heated bathroom mirror great Free WiFi without password and signup,positive,4.6,9.2,12/5/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,1660167782946313563
hotel_513288,hotel,Holiday Inn London Kensington,Holiday Inn London Kensington,Rooms are not big but it s OK for London Bed is way too small for too After 3 days I end up for back pains due to bad position in bad as we were two sleeping in the bed Metro be careful that you need to take a yellow line to South Kensington There are roughly one metro every 10 Breakfast is great Hotel lobby is really nice and staff is general is friendly and willing to help There are just too many people at breakfast that are willing to take your plate before you finish it We have been there for a honeymoon and we got some chocolates and an nice letter from hotel manager to welcome us That a great attention,Rooms are not big but it s OK for London Bed is way too small for too After 3 days I end up for back pains due to bad position in bad as we were two sleeping in the bed Metro be careful that you need to take a yellow line to South Kensington There are roughly one metro every 10 Breakfast is great Hotel lobby is really nice and staff is general is friendly and willing to help There are just too many people at breakfast that are willing to take your plate before you finish it We have been there for a honeymoon and we got some chocolates and an nice letter from hotel manager to welcome us That a great attention,neutral,3.75,7.5,7/31/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,8183453201023559841
hotel_161296,hotel,Pestana Chelsea Bridge Hotel Spa,Pestana Chelsea Bridge Hotel Spa,Bed was slightly uncomfortable I felt we were looked after the whole stay and special arrangements were made for us due to us only eating halal food,I felt we were looked after the whole stay and special arrangements were made for us due to us only eating halal food,positive,4.8,9.6,1/16/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,1987114681926874312
hotel_386417,hotel,INK Hotel Amsterdam MGallery by Sofitel,INK Hotel Amsterdam MGallery by Sofitel,Nothing It was fantastic The staff were all AMAZING I have never met a more friendly or accommodating staff in any hotel anywhere The location was great too We celebrated my daughter s birthday at the Pressroom restaurant in the hotel and they did an outstanding job I will certainly stay here again,The staff were all AMAZING I have never met a more friendly or accommodating staff in any hotel anywhere The location was great too We celebrated my daughter s birthday at the Pressroom restaurant in the hotel and they did an outstanding job I will certainly stay here again,positive,5.0,10.0,8/23/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,13766982553159603888
hotel_353458,hotel,Hotel Ambassador,Hotel Ambassador,A more affordable breakfast option would have been great The rooms were very spacious and clean The beds were very comfortable,The rooms were very spacious and clean The beds were very comfortable,positive,4.8,9.6,7/7/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,7232003711765892363
hotel_468390,hotel,Imperial Riding School Renaissance Vienna Hotel,Imperial Riding School Renaissance Vienna Hotel,Reception staff are most unhelpful,Reception staff are most unhelpful,negative,1.65,3.3,6/7/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Negative_Review + Reviewer_Score <= 5.0,13077447352362346780
hotel_203693,hotel,Le Cinq Codet,Le Cinq Codet,staff is young and unexperienced location near rue Clerc,staff is young and unexperienced location near rue Clerc,neutral,3.55,7.1,1/16/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,2152598854991030945
hotel_30855,hotel,Holiday Inn London Stratford City,Holiday Inn London Stratford City,Check in staff wasn t the most helpful Apparently it was a big chore to search out my IGH number I liked the location of the hotel and my room,I liked the location of the hotel and my room,positive,4.4,8.8,8/23/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,16395302955790700232
hotel_36009,hotel,Ashburn Hotel,Ashburn Hotel,The room was very eide compate to London s standard Tre minuts walking from the Piccadilly line that goes directly to Heatrow airport,The room was very eide compate to London s standard Tre minuts walking from the Piccadilly line that goes directly to Heatrow airport,positive,4.15,8.3,2/11/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,5508015471343982861
hotel_460323,hotel,Ramada Apollo Amsterdam Centre,Ramada Apollo Amsterdam Centre,Spectacular views from our room and the restaurant food Is amazing This is the best hotel I have stayed in and very clean I would recommend this hotel because it is outside the city centre so it s qiuiet but easy to get a tram on a 24 hour ticket,Spectacular views from our room and the restaurant food Is amazing This is the best hotel I have stayed in and very clean I would recommend this hotel because it is outside the city centre so it s qiuiet but easy to get a tram on a 24 hour ticket,positive,5.0,10.0,9/22/2015,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,14192337893502456390
hotel_336022,hotel,Austria Trend Hotel Bosei Wien,Austria Trend Hotel Bosei Wien,The location is a bit far from the city center About 20 min train ride away There was no water in the room not even in the minibar The breakfast was plentiful and very good The staff was very helpful and spoke english The view from our room to the golf course was nice,The breakfast was plentiful and very good The staff was very helpful and spoke english The view from our room to the golf course was nice,positive,4.4,8.8,8/6/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,6968120639571682722
hotel_187050,hotel,The RE London Shoreditch,The RE London Shoreditch,Breakfast too expensive for what it was poor coffee and lukewarm food Too much noise from outside traffic windows need new sealant or to be replaced Cold in the evening contacted reception who said they would reset the air con but no change after this In room fridge kettle and sundries bath size and sundries bed very comfortable convenient,In room fridge kettle and sundries bath size and sundries bed very comfortable convenient,positive,4.15,8.3,11/2/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,12902158759660954850
hotel_438386,hotel,Radisson Blu Hotel Amsterdam,Radisson Blu Hotel Amsterdam,Stayed in the New Amsterdam Suite Highly recommended and the most beautiful room,Stayed in the New Amsterdam Suite Highly recommended and the most beautiful room,positive,4.6,9.2,2/1/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,6319470705580630239
hotel_215427,hotel,Holiday Inn London Oxford Circus,Holiday Inn London Oxford Circus,No sound proofing in the room I could clearly hear people chatting in rooms next door Excellent location for shopping dining and theatres Great selection for breakfast,No sound proofing in the room I could clearly hear people chatting in rooms next door Excellent location for shopping dining and theatres Great selection for breakfast,neutral,3.75,7.5,10/9/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,13276628846336389646
hotel_44434,hotel,Mercure London Bloomsbury Hotel,Mercure London Bloomsbury Hotel,The staff there are kind and helpful,The staff there are kind and helpful,positive,4.8,9.6,10/29/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,13617649436514614399
hotel_246150,hotel,The Exhibitionist Hotel,The Exhibitionist Hotel,we had the red room Bit small A bit more space to put away the suitcase etc Cosy bedroom slept like a queen Breakfast was ok,Cosy bedroom slept like a queen Breakfast was ok,positive,4.6,9.2,1/5/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,2020591092071851101
hotel_260085,hotel,Victoire Germain,Victoire Germain,Beautiful gemm with design interior and very friendly staf at top location,Beautiful gemm with design interior and very friendly staf at top location,positive,4.8,9.6,2/8/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,3162802833255066740
hotel_68715,hotel,Britannia International Hotel Canary Wharf,Britannia International Hotel Canary Wharf,Requested room service breakfast was not supplied befoe I checked out Their flexibility in allowing my bike in my room,Requested room service breakfast was not supplied befoe I checked out Their flexibility in allowing my bike in my room,neutral,3.55,7.1,8/5/2015,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,6746267488233525332
