review_id,domain,entity_id,entity_name,review_text,sentiment_text,sentiment_label,rating,rating_original,review_date,source,raw_source_path,label_method,text_key
amazon_11142,ecommerce,B07C97XHJH,B07C97XHJH,Perfect as party favors,Perfect as party favors,positive,5.0,5.0,1551449801832,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9623708884876605986
amazon_20374,ecommerce,B007MJK8SG,B007MJK8SG,"Bought this as an add-on to get to free shipping. But it's got a nice texture, not too greasy or waxy, and a great color for me, and I can never find colors I'm happy with. I'd buy it again.","Bought this as an add-on to get to free shipping. But it's got a nice texture, not too greasy or waxy, and a great color for me, and I can never find colors I'm happy with. I'd buy it again.",positive,5.0,5.0,1393321685000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",93899148633278625
amazon_7196,ecommerce,B07DKZWTQ5,B07DKZWTQ5,It was a nice way to accentuate the hairdo for my sister's wedding,It was a nice way to accentuate the hairdo for my sister's wedding,positive,4.0,4.0,1565637265515,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",6724356266791513635
amazon_22468,ecommerce,B0081G3GV0,B0081G3GV0,This is a well packaged gift set that will make any birthday boy or girl happy. You can't beat the price for the quality.,This is a well packaged gift set that will make any birthday boy or girl happy. You can't beat the price for the quality.,positive,5.0,5.0,1384738817000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3745405298873160724
amazon_9602,ecommerce,B087DYF7NH,B087DYF7NH,These do not work as advertised. Waste of money!!,These do not work as advertised. Waste of money!!,negative,1.0,1.0,1625104509929,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",1503726372005833140
amazon_18177,ecommerce,B07FSJZLH9,B0C9CWKY9G,"Perfect,cute and great quality !","Perfect,cute and great quality !",positive,5.0,5.0,1571807725476,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",403019378726403059
amazon_582,ecommerce,B07BHVHZT8,B07BHVHZT8,I’ve tried numerous well known brands and this is the only product that actually works,I’ve tried numerous well known brands and this is the only product that actually works,positive,5.0,5.0,1668533491737,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9880082311114850854
amazon_24102,ecommerce,B07QC2CMQC,B07QC2CMQC,I saw all the amazing reviews and decided to go with buying one. I am so confused now that I've received it. Upon taking it out of the box my bathroom sink looked the a Christmas tree had shed its needles all over the place with the amount of bristles that fell out simply by being removed from the box. I'm not impressed at all.,I saw all the amazing reviews and decided to go with buying one. I am so confused now that I've received it. Upon taking it out of the box my bathroom sink looked the a Christmas tree had shed its needles all over the place with the amount of bristles that fell out simply by being removed from the box. I'm not impressed at all.,negative,2.0,2.0,1578257147398,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",17471093480114722566
amazon_27919,ecommerce,B088ZT7RN7,B088ZT7RN7,Concentrated cleaning solutions are what's readily available at the time so it's pretty much DIY time. Needed these bottles to make disinfectant and a general household cleaner. Two out of 5 of my bottles broke.,Concentrated cleaning solutions are what's readily available at the time so it's pretty much DIY time. Needed these bottles to make disinfectant and a general household cleaner. Two out of 5 of my bottles broke.,neutral,3.0,3.0,1596180974615,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3367197485050354638
amazon_7361,ecommerce,B072C83SX7,B072C83SX7,"It has cut my blow drying time in half. Truly works, love it!","It has cut my blow drying time in half. Truly works, love it!",positive,5.0,5.0,1536045551052,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",5854993906378794377
amazon_12627,ecommerce,B09K6XQS8B,B09K6XQS8B,One drop may able to apply.,One drop may able to apply.,negative,1.0,1.0,1658542954906,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3332851916946028473
amazon_13671,ecommerce,B00853F6ZS,B00853F6ZS,"Great quality eye liner at a great price. Goes on easily, washes off with average makeup remover and doesn't bleed.","Great quality eye liner at a great price. Goes on easily, washes off with average makeup remover and doesn't bleed.",positive,5.0,5.0,1441210198000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",7727094492990685955
amazon_7723,ecommerce,B01NBRADGL,B01NBRADGL,I actually love this particular chapstick but it runs out right away which means the manufacturer puts a few drops in the tube! Then they hike up the price as if it’s lined with gold! I found others that are just as good or better!,I actually love this particular chapstick but it runs out right away which means the manufacturer puts a few drops in the tube! Then they hike up the price as if it’s lined with gold! I found others that are just as good or better!,neutral,3.0,3.0,1667935942013,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",17194253644625145679
amazon_8453,ecommerce,B092HYWYC6,B092HYWYC6,Works great and has built in flashlight!,Works great and has built in flashlight!,positive,5.0,5.0,1624727802768,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",16974747998519878747
amazon_18716,ecommerce,B07DK8JQ11,B07DK8JQ11,"Didn’t know it was synthetic, definitely tangles but looks great and is surprisingly soft","Didn’t know it was synthetic, definitely tangles but looks great and is surprisingly soft",positive,5.0,5.0,1657737560747,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",6818954148148071115
amazon_28790,ecommerce,B00XP86KXU,B00XP86KXU,"As someone else stated in their review, I too expected a gel polish because this product showed up within my search along with several gel polish options. I liked the color and chose it without question. Regular polish never lasts more than a few days for me so I'm disappointed but that's my only complaint...it's a nice color.","As someone else stated in their review, I too expected a gel polish because this product showed up within my search along with several gel polish options. I liked the color and chose it without question. Regular polish never lasts more than a few days for me so I'm disappointed but that's my only complaint...it's a nice color.",neutral,3.0,3.0,1452655700000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9458111650879623122
amazon_28685,ecommerce,B00QAYMOY0,B00QAYMOY0,Products on the bottom are all over the place when you close the bag the band isn’t tight enough to hold them in place. Other than that everything I need fits nicely,Products on the bottom are all over the place when you close the bag the band isn’t tight enough to hold them in place. Other than that everything I need fits nicely,neutral,3.0,3.0,1541988716500,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",18278704054286323426
amazon_26548,ecommerce,B008PWOKKG,B0711THV3M,"Very, very pretty. Great with dress-up wear or even just everyday eccentric wear. I cannot wait to give this as a gift to my friend. I know she will love this! It's simply gorgeous!","Very, very pretty. Great with dress-up wear or even just everyday eccentric wear. I cannot wait to give this as a gift to my friend. I know she will love this! It's simply gorgeous!",positive,5.0,5.0,1383934308000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9971609829551815908
amazon_5211,ecommerce,B07DWL5113,B0B96MFXSJ,The package was empty.,The package was empty.,negative,1.0,1.0,1571601278059,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",13694142653335010424
amazon_23687,ecommerce,B07F165RBX,B07F165RBX,They were hard to chew you can tell they were not fresh,They were hard to chew you can tell they were not fresh,negative,1.0,1.0,1618750691656,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",14560002447172704802
amazon_11647,ecommerce,B07RQ18FH2,B07RQ18FH2,Although this softens it doesn't seem to help growth.,Although this softens it doesn't seem to help growth.,neutral,3.0,3.0,1562620403937,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9019226444517297144
amazon_14133,ecommerce,B00NK65R5O,B00NK65R5O,"Pretty good at moisturizing. Haven't seen any changes in lines or wrinkles though, but have only been using it about a week so it may take longer to notice a difference.","Pretty good at moisturizing. Haven't seen any changes in lines or wrinkles though, but have only been using it about a week so it may take longer to notice a difference.",positive,4.0,4.0,1429911794000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",1378603226177845223
amazon_117,ecommerce,B00Q6WEUAC,B00Q6WEUAC,"gets too hot at a point but other than that, it is ok","gets too hot at a point but other than that, it is ok",neutral,3.0,3.0,1432939307000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",9443776944330145949
amazon_2675,ecommerce,B00VB5N3X4,B00VB5N3X4,This is a two tier bag with two separate compartments. I use it for all of my makeup remover skin care products. Zips up nicely on both compartments. Great size too! Love it!!,This is a two tier bag with two separate compartments. I use it for all of my makeup remover skin care products. Zips up nicely on both compartments. Great size too! Love it!!,positive,5.0,5.0,1479094092000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4549750589723002026
amazon_23356,ecommerce,B08RY9Q5ZJ,B08RY9Q5ZJ,I did not like how easily matted it gets.,I did not like how easily matted it gets.,negative,1.0,1.0,1632810510556,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",10773128379595845852
amazon_13974,ecommerce,B000FEF1VE,B000FEF1VE,After I charged this razor I turned it on and it ran so quietly and slow that I thought it had not charged. Then I decided to try my first shave and it cut so close and smooth that I was impressed. After ten shaves on the same charge it is still as good as the first. Cleaning the shaver under warm water is convenient and easy and a good idea compared to my old Norelco. The price is right for this good product.,After I charged this razor I turned it on and it ran so quietly and slow that I thought it had not charged. Then I decided to try my first shave and it cut so close and smooth that I was impressed. After ten shaves on the same charge it is still as good as the first. Cleaning the shaver under warm water is convenient and easy and a good idea compared to my old Norelco. The price is right for this good product.,positive,5.0,5.0,1186637953000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",298790131154696280
amazon_8564,ecommerce,B08XJYW6B9,B08XJYW6B9,Dissatisfied with this product. Expected it to straighten here but it did not,Dissatisfied with this product. Expected it to straighten here but it did not,negative,1.0,1.0,1629812164874,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",6752079849542804903
amazon_26226,ecommerce,B0182PKATA,B0182PKATA,I really like it. Still not sure if it's any better for your hair than a normal CVS brush tho.,I really like it. Still not sure if it's any better for your hair than a normal CVS brush tho.,positive,4.0,4.0,1482421473000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3286253227692822536
amazon_29323,ecommerce,B06Y16ZN4D,B06Y16ZN4D,I think the way this is shaped felt quite awkward in my hand. Also the teeths of the brush seem a little short for my thick hair. I did better with my regular brush.,I think the way this is shaped felt quite awkward in my hand. Also the teeths of the brush seem a little short for my thick hair. I did better with my regular brush.,negative,1.0,1.0,1539926032237,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",15962413746567208210
amazon_23448,ecommerce,B07C533XCW,B07C533XCW,I just got the product today and was excited to use it! Sadly right out of the box the spray bottle didn't work. This is very disappointed because I thought it would of been a better product then other bottles since it was slightly more expensive.,I just got the product today and was excited to use it! Sadly right out of the box the spray bottle didn't work. This is very disappointed because I thought it would of been a better product then other bottles since it was slightly more expensive.,negative,1.0,1.0,1549488409062,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",11917643690456723974
amazon_1241,ecommerce,B089PXQ3DK,B089PXQ3DK,I absolutely adore it!! Worth every penny,I absolutely adore it!! Worth every penny,positive,5.0,5.0,1596148299217,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",14582579627444924529
amazon_23676,ecommerce,B081HF1QD1,B07RW78DS8,I use these for my infant daughter. She doesnt have enough hair for clip ons yet but permanent nylons stretch out and stop fitting. With these I can swap them out as needed.,I use these for my infant daughter. She doesnt have enough hair for clip ons yet but permanent nylons stretch out and stop fitting. With these I can swap them out as needed.,positive,5.0,5.0,1599880139068,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",11695426163800199240
amazon_24302,ecommerce,B06XSL5F4R,B06XSL5F4R,"I love this wig....it looks so natural...just like my hair used to look when I was younger. No hair skills needed, I took it out of the box, shook it, plopped it on head and finger combed it","I love this wig....it looks so natural...just like my hair used to look when I was younger. No hair skills needed, I took it out of the box, shook it, plopped it on head and finger combed it",positive,5.0,5.0,1592885831000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",10537252626957867585
amazon_17613,ecommerce,B0778MBLQ7,B0778MBLQ7,The unicorn headband is nice and colorful but the balloons that come with it busted while filling the air.,The unicorn headband is nice and colorful but the balloons that come with it busted while filling the air.,neutral,3.0,3.0,1582038466409,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",12983533141440853670
amazon_7671,ecommerce,B09ZHX52KS,B0B2LFCR9D,this product does work but is way too painful too use...dont waste your money.,this product does work but is way too painful too use...dont waste your money.,negative,1.0,1.0,1654384952625,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",8038148664202180789
amazon_1797,ecommerce,B07XZ2V3X4,B07XZ2V3X4,"Didn’t turn at all, just made noise like it was trying to turn but couldn’t. Waste of money.","Didn’t turn at all, just made noise like it was trying to turn but couldn’t. Waste of money.",negative,1.0,1.0,1575697620868,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",15613057604927889089
amazon_27420,ecommerce,B095YJBCTW,B095YJBCTW,"I absolutely love the lashes. However, BOTH containers of the lash glue were dry. Thankfully, I had some glue left from my last order of lashes (different brand). But, this mad me upset!!! I had to travel and this would've been a nightmare. I purchased glue for magnetic lashes at a local beauty supply and it wasn't compatible!","I absolutely love the lashes. However, BOTH containers of the lash glue were dry. Thankfully, I had some glue left from my last order of lashes (different brand). But, this mad me upset!!! I had to travel and this would've been a nightmare. I purchased glue for magnetic lashes at a local beauty supply and it wasn't compatible!",neutral,3.0,3.0,1641243972288,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",6665952903707338064
